seed,method,weights,fdp,power,nsel,test_positive_rate,cal_positive_rate,mean_cal_weight,max_cal_weight
10,WCS.dtm,oracle weights,0.0,0.0,0,0.798,0.3025,0.8165907237794613,18.407084467562793
10,WBH,ignore shift,0.11194029850746269,0.8947368421052632,402,0.798,0.3025,1.0,1.0
10,WCS.hete,ignore shift,0.11166253101736973,0.8972431077694235,403,0.798,0.3025,1.0,1.0
10,WCS.homo,ignore shift,0.11138613861386139,0.899749373433584,404,0.798,0.3025,1.0,1.0
10,WCS.dtm,ignore shift,0.0,0.0,0,0.798,0.3025,1.0,1.0
10,WBH,clip weights at 3,0.06666666666666667,0.7017543859649122,300,0.798,0.3025,0.6361352151399784,3.0
10,WCS.hete,clip weights at 3,0.06666666666666667,0.7017543859649122,300,0.798,0.3025,0.6361352151399784,3.0
10,WCS.homo,clip weights at 3,0.06418918918918919,0.6942355889724311,296,0.798,0.3025,0.6361352151399784,3.0
10,WCS.dtm,clip weights at 3,0.0,0.0,0,0.798,0.3025,0.6361352151399784,3.0
11,WBH,oracle weights,0.09138381201044386,0.8787878787878788,383,0.792,0.36375,1.0078160136720293,74.46666179543102
11,WCS.hete,oracle weights,0.09210526315789473,0.8712121212121212,380,0.792,0.36375,1.0078160136720293,74.46666179543102
11,WCS.homo,oracle weights,0.09326424870466321,0.8838383838383839,386,0.792,0.36375,1.0078160136720293,74.46666179543102
11,WCS.dtm,oracle weights,0.0,0.0,0,0.792,0.36375,1.0078160136720293,74.46666179543102
11,WBH,ignore shift,0.117096018735363,0.952020202020202,427,0.792,0.36375,1.0,1.0
11,WCS.hete,ignore shift,0.1191588785046729,0.952020202020202,428,0.792,0.36375,1.0,1.0
11,WCS.homo,ignore shift,0.117096018735363,0.952020202020202,427,0.792,0.36375,1.0,1.0
11,WCS.dtm,ignore shift,0.0,0.0,0,0.792,0.36375,1.0,1.0
11,WBH,clip weights at 3,0.07853403141361257,0.8888888888888888,382,0.792,0.36375,0.7037215295576025,3.0
11,WCS.hete,clip weights at 3,0.07853403141361257,0.8888888888888888,382,0.792,0.36375,0.7037215295576025,3.0
11,WCS.homo,clip weights at 3,0.07853403141361257,0.8888888888888888,382,0.792,0.36375,0.7037215295576025,3.0
11,WCS.dtm,clip weights at 3,0.0,0.0,0,0.792,0.36375,0.7037215295576025,3.0
12,WBH,oracle weights,0.11052631578947368,0.8733850129198967,380,0.774,0.34,0.966179025376587,23.772213103606877
12,WCS.hete,oracle weights,0.05263157894736842,0.13953488372093023,57,0.774,0.34,0.966179025376587,23.772213103606877
